,情感指数,
3007,0.999964132,●支持私营部门引导的增长和基础设施建设，为最贫困人群、社会和经济包容以及经济增长创造机遇
3008,0.084442043,●在可持续和清洁能源生产和使用、提高能效和气候适应能力等方面加大投入，为向绿色经济转型提供融资支持
3009,0.99998697,这包括回应有关国家将气候变化纳入国家核心发展战略的需求，完善国内政策，获取新的气候融资资源
3010,0.510548729,25.世界银行和其它多边开发银行应适时与其它双边和多边机构加强合作，以提高效率
3011,0.990320838,他们应加强受援国对战略和项目的自主权，并为其留出充足的政策空间
3012,0.129733437,26.我们将确保世行和区域性开发银行有充足资源完成上述4项工作及其发展授权，包括在2010年上半年完成对普遍增资需求的审查
3013,0.999986604,为多边开发银行增资应同关键的机制性增效改革措施联系起来，包括：更好的合作和更清晰的分工，提高透明度、问责和良政，加强创新和取得可视成果的能力，更加关注最贫困人群的需求
3014,0.59724852,27.我们承诺，结合世行投票权改革进行治理和运行效率的改革，以确保世行的相关性、有效性和合法性
3015,0.999760071,我们强调通过采用主要反映各国经济权重变化和世行发展使命的动态公式逐步实现世行内平等分享投票权的目标至关重要
3016,0.999926913,在第一阶段改革向发展中和转轨国家增加1.46%投票权的基础上，下次份额审查时实质性增加发展中和转轨国家至少3%的投票权，这符合代表性不足国家的利益
3017,0.988163684,我们认识到代表性高估国将作出贡献的同时，保护小国和穷国的投票权非常重要
3018,0.026506752,我们再次承诺将在2010年世行春季会议前就此达成协议
3019,0.024823091,能源和气候变化
3020,0.54359099,28.获得多元化、可靠、负担得起和清洁的能源对可持续增长至关重要
3021,0.037109735,能源市场低效和过度波动对生产者和消费者均不利
3022,0.096590057,我们注意到“圣彼得堡全球能源安全原则”的价值，该原则认识到能源生产国、消费国和过境国在促进全球能源安全方面的共同利益
3023,0.287671233,我们分别并共同承诺：
3024,0.393828095,●提高能源市场透明度和稳定性
3025,0.129230618,自2010年1月起定期，最好是每月，在合适的情况下，完整、准确和及时地公布生产消费，炼化和库存数据
3026,0.119627955,我们注意到国际能源论坛管理的联合石油数据倡议，并欢迎其探讨将数据收集扩展至天然气领域的努力
3027,0.063782359,我们将加强国内收集能源数据和预测能源需求的能力，并要求国际能源署和石油输出国组织进一步帮助感兴趣的国家加强相关能力建设
3028,0.764388356,我们将加强石油生产和消费国之间的对话以改善对市场基本面、包括供需趋势和价格波动的理解，并注意到国际能源论坛专家组为此所做工作
3029,0.44961779,●加强对石油期货市场的监管，落实国际证监会组织对大宗商品期货市场的建议
3030,0.341574425,呼吁监管当局收集国内大宗商品期货市场关于石油交易商头寸大规模集中的数据
3031,0.937930331,我们要求监管当局在下次峰会上报告上述工作落实情况，指示监管当局收集场外石油商品市场交易相关数据，采取措施打击导致油价过度波动的市场操纵行为
3032,0.208868208,我们呼吁进一步改善和提高商品市场信息，包括公布更详细和分类数据，进行尽可能广泛的国际协调
3033,0.850932602,我们要求国际证监会组织帮助各国政府规划和落实这些政策，对价格过度波动等进行进一步分析，提出具体建议，定期报告进展
3034,0.051083291,29.提高能效将为改善能源安全、应对气候变化发挥重要、积极作用
3035,0.013533029,低效的化石燃料补贴鼓励浪费，扭曲市场，妨碍向清洁能源资源投资，损害应对气候变化的努力
3036,0.007685865,经合组织和国际能源署研究，如在2020年前取消化石燃料补贴，全球温室气体排放将在2050年减少10%
3037,0.996636688,许多国家在照顾最贫穷人群需求的同时，正在减少化石燃料补贴
3038,0.98988851,在此基础上，并认识到能源贫困人群所面临的挑战，我们承诺：
3039,0.452690041,●在中期内规范并逐步消除低效的、鼓励浪费的化石燃料补贴
3040,0.004599409,同时，我们认识到为有需要的人群通过定向现金转移支付和其他适当机制提供基本能源服务的重要性
3041,0.043680019,上述措施不适用于发展有助于大幅减少温室气体排放的清洁能源、可再生能源和技术领域
3042,0.007158217,我们要求能源和财政部长们根据各自国情制定落实措施和时间表，并在下次峰会上向领导人汇报
3043,0.928270802,我们呼吁国际金融机构为处于上述进程中的国家提供帮助
3044,0.045534245,我们呼吁各国实行相关政策，在世界范围内逐步取消类似补贴
3045,0.004811157,30.我们要求相关机构，如国际能源署、石油输出国组织、经合组织和世界银行等，对能源补贴的规模提供分析报告，对落实有关倡议提出建议，并在下次峰会上报告
3046,0.01941181,31.增加清洁和可再生能源供应，提高能效、促进节约，是保护环境、促进可持续增长和应对气候变化威胁的关键举措
3047,0.000453725,加速采用具有经济适用性的清洁和可再生能源技术和提高能效措施有助于能源供应多元化，提高能源安全
3048,0.287671233,我们承诺：
3049,0.998545186,●刺激在清洁能源、可再生能源和能效领域投资，为发展中国家在这些领域中的项目提供资金和技术支持
3050,0.151028641,●通过开展联合研究、加强能力建设等措施促进清洁能源技术的推广或转让
3051,0.999990628,我们也讨论了在此领域减少或消除贸易投资壁垒问题，将在自愿基础上在适当场合开展有关行动
3052,0.974795121,32.作为世界主要经济体领导人，我们正努力实现有韧性、可持续、绿色的复苏
3053,0.747119928,我们再次强调决心采取有力行动应对气候变化威胁
3054,0.91955729,我们重申《联合国气候变化框架公约》的目标、条款和原则，包括共同但有区别责任的原则
3055,0.040207116,我们注意到经济大国能源和气候论坛拉奎拉峰会所通过的原则
3056,0.036444968,我们将加强同有关方面的合作，通过《联合国气候变化框架公约》谈判渠道在哥本哈根大会上达成协议
3057,0.387947524,这一协议必须包括减缓、适应、技术和资金
3058,0.046432086,33.我们欢迎财长们所做的工作，指示他们在下一次财长会上汇报可能采取的一系列气候变化融资方案，供哥本哈根《联合国气候变化框架公约》谈判进程考虑
3059,0.910451744,加强对最脆弱人群的支持
3060,0.999819473,34.许多新兴市场和发展中经济体在提高生活水平方面已取得巨大进步，他们的生产力和生活水平正向发达经济体靠拢
3061,0.997817948,这一进程被国际金融危机打断，仍远未结束
3062,0.999999278,最贫穷国家缺乏保护其脆弱人群远离灾难的经济缓冲，尤其是当粮食价格高涨与金融危机接踵而来时
3063,0.999999998,我们关切地注意到，全球危机对低收入国家保持在健康、教育、社会保障网络、基础设施等领域核心支出的能力的负面效应
3064,0.995207104,联合国新成立的“脆弱性全球预警系统”将帮助我们监测危机对最脆弱人群的影响
3065,0.998947257,我们在减轻危机的社会影响方面承担共同责任，并确保国际社会所有成员均参与到复苏进程中
3066,0.597205927,35.多边开发银行在减贫方面发挥着关键作用
3067,0.99999984,我们认识到应向低收入国家提供更快、更多的优惠融资支持，以缓冲危机对最贫困人口的影响，欢迎多边开发银行在危机期间增加贷款之举，支持多边开发银行有充足资源以防止对最脆弱国家的优惠融资出现中断
3068,0.999994788,危机期间，国际货币基金组织在危机中已扩大对低收入国家的优惠贷款
3069,0.99999999,国际货币基金组织根据新收入模式出售黄金的收入、内部和其他渠道筹集的资金将使国际货币基金组织中期优惠贷款能力翻番
3070,0.999999708,36.一些国家正考虑在自愿基础上建立有关机制，根据各国国情，调动现有的特别提款权资源，以支持国际货币基金组织对最贫困国家的贷款
3071,0.999994781,在努力减缓危机影响的同时，我们也必须加强并改革全球发展体系，应对世界长期挑战
3072,1,我们要求相关部长们研究国际开发协会新危机救助工具的益处，以保护低收入国家免受未来危机冲击，更好地使用担保等金融工具来保护中等收入国家的投资计划，避免因危机而中断投资计划
3073,0.98977172,37.我们重申实现千年发展目标的历史性承诺，以及各自官方发展援助承诺，包括促贸援助、减债以及鹰谷会议承诺，特别是2010年及其后对撒哈拉以南非洲国家的承诺
3074,0.999030358,38.即使在危机之前，仍有许多平民百姓在忍受饥饿和贫穷之苦，更多人缺乏获取能源和资金的渠道
3075,0.99987842,我们认识到危机使形势进一步恶化，承诺在提高贫困人口获取食物、能源、资金能力方面开展合作
3076,0.997504416,39.提高长期的粮食安全迫切需要持续的融资和有针对性的投资
3077,0.361817494,我们欢迎并支持拉奎拉粮食安全倡议，以及进一步落实全球农业及粮食安全伙伴关系、防止价格过度波动的努力
3078,0.852055982,我们呼吁世行与其他有兴趣的捐助方和组织一道建立多边信托基金，以增加对低收入国家的农业援助
3079,0.999895413,这将有利于支持在提高全球营养水平方面的双边和多边创新性努力，建立可持续的农业体系，包括非洲农业发展综合方案
3080,0.999956431,该项目将确保国家主导原则，快速拨付资金，充分尊重在阿克拉达成的援助有效性有关原则，并推动私人基金、企业、非政府组织共同参与到这一历史性努力中
3081,0.932046029,这些努力应作为联合国农业综合框架的补充
3082,0.99531793,我们要求世行、非洲开发银行、联合国、联合国粮农组织、国际农业和发展基金、世界粮食计划署及其他利益攸关者协调，包括通过国家主导的有关机制，补充并加强其他现有的解决粮食安全问题的多边和双边努力
3083,0.082531133,40.为提高能源可及性，我们将促进发展中国家推广清洁、负担得起的能源
3084,0.84074323,我们承诺在自愿基础上资助“扩大可再生能源项目”、“为贫困人口提供能源倡议”等，以实现这一目标，提高并更紧密协调双边外的其他努力
3085,0.99979105,41.我们致力于提高贫困人口获得金融服务的能力
3086,0.999994363,我们同意支持安全、稳健地向贫困人口推广金融服务的新模式，在小额融资有关范例的基础上，扩大中小企业融资的成功模式
3087,1,我们将同为贫困人口服务的咨询工作组、国际金融公司和其他国际组织一道，启动“二十国集团金融包容专家组”，以研究向上述群体提供金融服务的创新性方式，推动成功的监管和政策措施，细化金融服务推广、金融知识普及、消费者保护的有关标准
3088,0.133806213,我们承诺启动“二十国集团中小企业融资挑战”计划，围绕公共资金如何在可持续、可扩展的基础上最大限度地调动私人融资，号召私营部门献计献策
3089,0.982585441,42.在增加发展中国家资本流入的同时，我们也要防止其资金非法流出
3090,0.811191871,我们将与世行一道，通过“追回被窃资产倡议”等项目，遏制资金非法流出，确保发展中国家被窃资产的返还
3091,0.998583709,我们要求金融行动特别工作组通过加强客户身份尽职审查、实际收益人和透明度标准，在查明、遏制腐败所得方面提供帮助
3092,0.958863894,我们注意到援助有效性巴黎宣言和阿克拉行动计划所确立的原则，将在2010年前提高国际援助资金的透明度
3093,0.581431871,我们呼吁采取并落实打击跨境贿赂的相关法律，如《经合组织反贿赂公约》
3094,0.912599322,呼吁二十国集团成员批准《联合国反腐败公约》，在多哈《联合国反腐败公约》第三次缔约国大会期间同意采取有效、透明、包容的机制审议有关落实情况
3095,0.040241573,我们支持自愿参加“采掘业透明度倡议”，该倡议呼吁定期公开采掘业向政府定期公开有关支出，并与政府收到的相关资金收据相一致
3096,0.998669189,将高质量就业机会作为复苏核心
3097,0.999860016,43.面对危机，各国出台了迅速、积极、持续的应对措施，挽救或创造了数百万个工作岗位
3098,0.901863121,据国际劳工组织估计，到今年年底，我们将至少创造或挽救700万至1100万个岗位
3099,0.937825323,如果没有这些可持续的措施，许多国家的失业率将有可能在经济稳定后继续攀升，这将对最弱势群体造成严峻影响
3100,0.754341154,随着经济增长恢复，各国必须行动起来，确保就业尽快复苏
3101,0.998802083,我们承诺实施复苏计划，支持体面工作、维持现有就业、优先促进就业增长
3102,0.991881705,此外，我们将继续致力于提供收入、社会保护，并为已经失业和极有可能失业的人群提供培训
3103,0.980550401,我们不能因面临挑战而漠视或降低国际公认的劳工标准
3104,0.990956467,为确保全球增长惠及广泛人群，我们应实施符合国际劳工组织基本原则和劳工权利的政策
3105,0.999999972,44.我们要对新的可持续的、平衡的增长框架要求进行结构性改革，建立更具包容性的劳动力市场、实施积极的劳动力市场政策，提供高质量的教育和培训项目
3106,0.999955842,各国要通过国内政策，加强劳动者能力以适应不断变化的市场要求，从新技术、清洁能源、环境、卫生和基础设施等领域的创新和投资中获益
3107,0.98865551,只针对现阶段具体需要来培训劳动者已经远远不够，我们的培训要着眼于让劳动者获得终身培训的机会及未来市场需要
3108,0.98879069,发达国家要支持发展中国家在此领域的能力建设
3109,0.98570231,这些举措将有助于广泛分享新发明和消除障碍、促进增长带来的利益
3110,0.999608843,45.我们承诺实施的发展战略和投资都支持就业培训
3111,0.884320354,我们认识到，成功的就业和培训项目经常出自雇主和员工的共同规划
3112,0.982369612,我们呼吁国际劳工组织与其他国际组织合作，动员其三方成员以及非政府组织，制定一项就业培训战略，供我们讨论
3113,0.999293771,46.我们同意建立以就业为导向的工作框架对于未来经济增长非常重要
3114,0.575913446,鉴此，我们重申伦敦就业会议和罗马劳工部长会议的重要意义
3115,0.999999975,我们也欢迎国际劳工组织最近通过的《从危机走向复苏：全球就业协定》，并承诺采纳其中的关键内容，以扩大全球化在社会领域的影响力
3116,0.999999887,在对危机和后危机时期进行分析及制定政策的过程中，国际机构应仔细考虑国际劳工组织标准和全球就业协定的目标
3117,0.999997319,47.为使各国保持对就业政策的关注，匹兹堡峰会主席已要求美国劳工部长邀请各国劳工部长参加2010年二十国集团劳工部长会议，同劳工界和工商界协商，并以即将举行的讨论就业危机的经合组织劳工部长会成果为基础
3118,0.999475986,我们要求各自的劳工部长评估就业情况，审查国际劳工组织和其他国际组织就各国政策对就业影响提交的报告，讨论是否需要出台进一步措施，考虑有关就业和技能培训的中期政策、社会保护项目及最佳做法，以确保劳动者为充分利用科技进步优势作好准备
3119,0.725242667,开放的全球经济
3120,0.997707206,48.世界贸易和投资继续复苏对恢复全球增长至关重要
3121,0.525004074,当务之急是我们共同与保护主义进行斗争
3122,0.977456206,我们欢迎2500亿美元贸易融资倡议得以迅速执行
3123,0.997841279,我们将保持市场开放和自由，重申在华盛顿和伦敦作出的承诺，即不为投资及货物、服务贸易提高壁垒或设置新的壁垒，不设置新的出口限制，不执行违反世界贸易组织规则的出口刺激措施，并承诺一旦出现上述措施将予以纠正
3124,0.987363191,我们将把包括支持金融部门的财政政策和行动在内的国内举措对贸易与投资的负面影响降至最低
3125,0.999102928,我们不会陷入金融保护主义，特别是不会采取限制国际资本流向发展中国家的措施
3126,0.517684322,我们将及时向世贸组织通报所有相关贸易措施
3127,0.450437264,我们欢迎世贸组织、经合组织、国际货币基金组织和联合国贸发会议最新出台的联合报告，要求它们根据各自授权继续跟踪形势，并对外提供上述承诺落实情况的季度报告
3128,0.538620254,49.我们重申进一步推动贸易自由化的承诺
3129,0.146792128,我们决定将在尊重授权、锁定包括谈判模式在内已有成果的基础上，寻求在2010内年完成多哈回合谈判，取得富有雄心水平和平衡的成果
3130,0.672171095,我们理解，为了评估和弥合谈判中尚存的差距，各国需要在世贸组织框架下彼此直接接触，同时应牢记多边进程的中心地位
3131,0.02779216,我们注意到，为在2010年结束谈判，须尽快弥合这些差距
3132,0.87061358,我们要求部长们把新德里部长级会议后在日内瓦达成的工作计划结果考虑在内，最迟于2010年初就谈判形势进行总结，并寻求在农业和非农市场准入以及服务、规则、贸易便利化和其他所有遗留问题上取得进展
3133,0.507689819,我们将保持接触，并在下次峰会上审议谈判进展
3134,0.577927464,匹兹堡之路
3135,0.118897521,50.今天，我们确定二十国集团作为国际经济合作的主要论坛
3136,0.002192914,我们已请各方代表在下一次峰会上就如何提高二十国集团合作有效性提出建议
3137,0.000574596,我们同意在2010年6月和11月在加拿大和韩国各召开一次二十国集团峰会
3138,0.910237799,我们期待此后每年召开一次峰会
3139,0.434084236,2011年二十国集团峰会将在法国举行
3140,0.966722816,附件：可持续经济活动的核心价值观
3141,0.987784912,1、国际经济危机表明，开创一个基于责任的可持续全球经济活动的新时代十分重要
3142,0.999997556,危机再次证明，在世界经济全球化时代，增长与繁荣互相关联，全球任何地区都不能独善其身
3143,0.897243539,2、我们，出席匹兹堡峰会的各国领导人，认识到应采取一致行动恢复经济稳定，实现未来的繁荣
3144,0.104107292,我们承诺采取负责任的行动，确保消费者、劳动者、投资者、企业家等所有利益攸关方都能参与平衡、公平、包容的全球经济活动
3145,0.894264577,3、我们的首要目标是为人民实现更广泛的繁荣
3146,0.999997826,我们要实现国内以及各国之间经济平衡增长，采取协调一致的经济、社会和环境战略，建立稳健的金融体系，开展有效的国际合作
3147,0.998197375,4、我们认识到，可以采取不同方法实现经济发展与繁荣，各国可根据国情采取不同战略实现这些目标
3148,0.916241569,5、我们认为相关核心原则至关重要
3149,0.955386695,本着这一精神，我们承诺尊重以下核心价值观：
3150,0.876789339,—我们有责任确保采取稳健的宏观经济政策，服务于长期经济目标，避免不可持续的全球经济失衡
3151,0.999962999,—我们有责任抵制各种形式的保护主义，支持市场开放，培育公平、透明的竞争环境，促进各国的企业家精神和创新精神
3152,0.999957414,—我们有责任制定恰当的规定和激励措施，确保金融市场和其他市场按照操守、诚信、透明度原则运行，鼓励经济实体支持有效分配资源，以实现经济可持续发展
3153,0.999792532,—我们有责任加强监管、透明度和问责制，确保金融市场满足家庭、经济实体和生产性投资的需要
3154,0.999152556,—我们有责任着眼未来，采取可持续的消费、生产方式和资源消耗模式，以保护环境，应对气候变化的挑战
3155,0.999971611,—我们有责任通过提供教育、就业培训、体面工作条件、医疗和社会保障等投资于民并消除贫困
3156,0.958136057,反对歧视和各种形式的社会隔离
3157,0.993479194,—我们有责任认识到，所有经济体，无论贫富，都是构建可持续和平衡的全球经济的伙伴，务求经济增长广泛而平等地惠及各方
3158,0.950237769,我们还有责任实现国际公认的发展目标
3159,0.999992023,—我们有责任确保国际经济和金融体系反映世界经济发展变化和全球化带来的新挑战
3160,0.991716673,附件：二十国集团强劲、可持续和平衡增长框架
3161,0.999997385,1、二十国集团成员均有责任采取政策，实现强劲、可持续和平衡增长、建立富有韧性的国际金融体系并从开放的全球经济中获益
3162,0.985449171,为此，我们认识到，可根据不同国家情况制定各自战略
3163,0.998830419,在全球经济强劲、可持续和平衡增长框架中，我们将：
3164,0.673778235,●采取负责任的财政政策，将政策的短期灵活性和长期可持续性相结合
3165,0.999998645,●加强金融监管，防止金融体系内再次出现信贷过度增长和过高杠杆率，同时采取宏观审慎监管政策，避免信贷和资产价格周期成为不稳定因素
3166,0.998968622,●促进经常账户平衡，支持开放的贸易和投资，以促进全球繁荣和可持续增长，积极抵制保护主义措施
3167,0.999778882,●在反映经济基本面、以市场为导向的汇率政策背景下，采取符合价格稳定目标的货币政策
3168,0.99985019,●推进结构改革，提高潜在增长率，必要时改善社会保障体系
3169,0.999168143,●促进经济平衡和可持续发展，以缩小发展不平衡，减少贫困
3170,0.232327169,2、我们认识到，为确保更加平衡的全球增长，上述进程须有序进行
3171,0.67377885,二十国集团成员均同意解决各自经济存在的问题
3172,0.627585505,●二十国集团中持续拥有大额对外赤字的成员承诺，将实施提高私人储蓄，进行财政整顿的政策，同时保持市场开放，加强出口部门
3173,0.999299521,●二十国集团中持续拥有大额对外盈余的成员承诺，将增强增长的内在动力
3174,0.997500379,根据各国国情，上述动力可包括：扩大投资、减少金融市场扭曲、提高服务业生产力、提高社会保障水平，消除限制内需增长的制约性因素
3175,0.12094524,3、二十国集团各成员国对自身经济良好运行负有首要责任，也对国际社会负有确保全球经济整体健康之责任
3176,0.302928704,定期磋商、加强宏观经济政策合作、在结构性政策上交流经验、进行评估都有助于加强合作，促进采取稳健的政策
3177,0.835542595,作为我们相互评估进程的一部分，二十国集团成员将：
3178,0.988753095,●达成共同政策目标，并随形势演变而更新
3179,0.999986439,●制定中期政策框架，共同评估各国国内政策框架整体上对全球增长水平和模式的影响，甄别影响金融稳定的潜在风险
3180,0.756734889,●在相互评估结果基础上，领导人考虑并同意采取行动以实现共同目标
3181,0.485119027,4、我们要求财长们制定互相评估的流程，评估各国国别政策整体上对世界经济产生的影响
3182,0.917293511,为此，财长们应在国际货币基金组织协助下：
3183,0.999679258,●对二十国集团经济发展前景进行前瞻性评估，帮助分析其供需、借贷、债务和储备增长模式是否支持强劲、可持续和平衡增长
3184,0.753967018,●评估财政和货币政策、信贷增长和资产市场、外汇变化、大宗商品和能源价格以及经常账户失衡的影响和之间的一致性
3185,0.999993108,●定期向二十国集团和国际货币金融委员会报告全球经济发展、主要风险和增长模式的关切，对二十国集团成员个别和整体政策调整提出建议
3186,0.618017645,二十国集团伦敦峰会
3187,0.273388583,1.我们20国集团领导人于2009年4月2日在伦敦举行了这次峰会
3188,0.996503158,2.我们正面临现代历史上规模最大的全球经济挑战
3189,0.999901075,自我们上次举行峰会以来，经济危机已有所加深，对每个国家无论男女老幼的生活都造成了影响，因此所有国家都必须联合起来解决这一危机
3190,0.946973615,全球性的危机需要全球共同解决
3191,0.800482851,3.首先，我们相信全球经济繁荣是不可分割的
3192,0.601244157,实现可持续增长的责任必须由全球各国共同承担
3193,0.999603309,全球经济复苏计划必须以勤勉劳作之家庭的需要及就业为中心，不仅仅在发达国家如此，在新兴市场和贫穷国家也应如此
3194,0.989827968,全球经济复苏计划必须能反映当今之人的需要，也要能反映未来几代人的需要
3195,0.999999925,我们相信，建立基于市场原则、有效监管和强有力的全球机构之上的开放型世界经济，这是可持续性全球化发展和所有各国日益繁荣增长的唯一可靠基础
3196,0.554524737,4.有基于此，我们今天承诺将采取任何必要措施，目的是：
3197,0.997853843,* 恢复经济信心和经济增长，复苏就业市场
3198,0.996736569,* 修复金融体系以复苏贷款市场
3199,0.952644977,* 加强金融机构以重建信任
3200,0.999999982,* 融资和改革国际金融机构，以克服当前危机和避免未来危机
3201,0.998734331,* 促进全球贸易和投资，摒弃贸易保护主义，巩固经济繁荣的基础
3202,0.96458243,* 增进全面的、绿色的以及可持续性的经济复苏
3203,0.982074869,我们将通过联手行动来完成上述承诺，将全球经济带出当前衰退，并阻止今后再次发生类似于此的危机
3204,0.971114418,5.我们今天已经达成的协议有：将国际货币基金组织(IMF)的可用资金提高两倍，至7500亿美元
3205,0.904205244,支持2500亿美元的最新特别提款权(SDR)配额
3206,0.844515655,支持多边发展银行(MDB)至少1000亿美元的额外贷款
3207,0.655439151,确保为贸易融资提供2500亿美元的支持
3208,0.999996611,利用国际货币基金组织已经同意的出售黄金(203，0.28，0.14%)储备的所得资金，为最贫穷国家提供优惠融资
3209,0.672932989,这些协议共同组成了一项1.1万亿美元的扶持计划，旨在恢复全球信贷和就业市场及经济增长
3210,0.589339175,在推出上述扶持计划以前，我们各国政府都已经分别采取了各自的措施，这组成了一项庞大的全球经济复苏计划，其规模是史无前例的
3211,0.959988963,恢复经济增长和就业
3212,0.992115505,6.我们正在联手进行一次从未有过的财政扩张活动，将拯救或创造数以百万计的工作岗位
3213,0.734009611,如果不采取这一活动则这些工作岗位将被摧毁
3214,0.214777756,到2010年底为止，这一活动总额将达5万亿美元，将全球产值提高4%，并加速向“绿色经济”的转型进程
3215,0.985068518,我们保证将会持续加大必要的财政扩张规模以复苏经济增长
3216,0.538735696,7.各国央行也已经采取了异于常规的行动
3217,0.99803603,大多数国家已经大幅下调了基准利率，而且各国央行已经承诺，只要还有必要，就会一直维持扩张性的货币政策，此外还将动用包括非常规工具在内的所有货币政策工具以维持物价稳定性
3218,0.998445786,8.在本国贷款市场和国际资金流复苏以前，我们所采取的经济复苏
3219,0.620728189,措施无法起到效果
3220,0.96935217,我们已经向各自的银行系统提供了重大而全面的支持，目的是提供流动性、调整金融机构资本及坚决解决资产减值问题
3221,0.999799797,我们保证将采取任何必要行动来恢复金融系统的正常信贷流、确保对整个系统而言都十分重要的金融机构的健康性、以及按照20国集团达成的协议框架来实施贷款复苏及金融行业修复政策
3222,0.995907429,9.总体而言，上述行动将组成现代历史上最大规模的财政和货币刺激计划，以及最为全面的金融业扶持计划
3223,0.991675221,各国联手使得这些行动的影响力得以加强，而截至目前为止已经宣布的非常政策必须毫无拖延地加以实施
3224,0.999631447,今天，我们已经进一步就1万亿美元以上的刺激计划达成一致，将通过全球金融机构和贸易融资为全球经济注入更多资金
3225,0.999522699,10.国际货币基金组织上个月预测，全球实体经济将恢复增长，到2010年底为止的增长速度将超过2%
3226,0.997955698,我们确信，今天我们同意采取的这些行动，以及我们在维持长期财政可持续性的同时联手恢复增长和就业的坚定承诺，将会加快经济回归增长趋势的进程
3227,0.027656433,我们今天保证将采取任何必要措施来确保这一成果，并呼吁国际货币基金组织定期评估已经采取的措施，以及全球各国还需采取哪些措施
3228,0.978081859,11.我们决心要确保长期的财政可持续性和物价稳定性，并将制定可靠的退出战略，从而可在必要时候退出目前需要采取的、旨在支持金融业和恢复全球需求的措施
3229,0.886758797,我们确信，通过实施已经达成一致的政策，我们将可限制本国经济的长期支出，因而降低更长期内的财政稳固计划规模
3230,0.963401834,12.我们将以合作的、负责任的态度来实施所有经济政策，顾及这些政策对其他国家的影响，并将取消货币贬值的“竞赛”，构建稳定的、运行良好的国际货币系统
3231,0.999990786,无论是现在还是将来，我们都将支持由公平、独立的国际货币基金组织对各国经济及金融业进行监管，对一国经济政策对其他国家的影响进行监管，以及对全球经济所面临的风险作出评估
3232,0.990515462,加强金融监管
3233,0.999739714,13.金融业的重大衰退，以及金融监管措施的重大失误，是导致当前危机的根本原因
3234,0.995733888,在我们重建公众对金融系统的信任情绪以前，经济信心不会得以恢复
3235,0.998800935,我们将采取行动为未来的金融业建立更加强有力的、更加具有全球一致性的监管框架，从而对可持续性的全球增长形成支撑，为企业和个人的需求服务
3236,0.714207926,14.我们所有人都同意确保在本国推行强有力的监管系统，同时还同意建立更加具有一致性和系统性的跨国合作，创立全球金融系统所需的、通过国际社会一致认可的高标准监管框架
3237,0.999333969,加强金融监管必须能促进经济繁荣、体制完善和提高透明度
3238,0.938415955,能抵御波及整个金融系统的风险
3239,0.994265595,能缩小而非放大金融和经济周期
3240,0.942308185,能降低经济对不适当的风险融资来源的依赖性
3241,0.72586214,以及能阻止过度的冒险活动
3242,0.999999169,监管机构必须保护个人消费者和投资者、扶持市场纪律、避免对其他国家造成负面影响、减少“监管套利”的范围、支持竞争和动力、以及跟上市场创新的步伐
3243,0.980336653,15.基于这一目的，我们将实施在上次会议上达成的行动方案(Action Plan)，如后附进展报告所示
3244,0.923012826,我们今天还发布了一份名为《加强金融系统》(Strengthening the Financial System)的宣言，其要点是，我们同意：
3245,0.999999304,* 创立一家全新的金融稳定委员会(Financial Stability Board，以下简称“FSB”)，作为金融稳定论坛(Financial Stability Forum，以下简称“FSF”)的继承性机构，其成员包括20国集团的所有成员国、FSF成员国、西班牙和欧盟委员会，并加强了向该委员会所委派的任务
3246,0.999998807,* FSB应与国际货币基金组织进行合作，对宏观经济和金融危机风险发出预警，并采取必要行动解决这些危机
3247,0.998745485,* 对监管体系进行改造，以便各国政府鉴别和虑及宏观审慎监管的风险
3248,1,* 扩大监管措施的适用范围，将所有对整个金融系统来说都十分重要的金融机构、金融工具和金融市场涵盖在内，首次覆盖对整个金融系统来说都十分重要的对冲基金
3249,0.869886332,* 认可并实施FSF有关薪酬的最新强硬原则，为所有公司的可持续性薪酬计划和企业社会责任提供支持
3250,0.40770446,* 一旦确认经济已经复苏，则将采取措施改善银行系统中的资金质量、数量和国际协调性
3251,0.999299479,今后，监管措施必须能阻止过度杠杆，并要求银行在经济良好时期也需储备充足的缓冲资金
3252,0.770845508,* 采取行动反对“避税港”等不合作的行为，我们已经做好了制裁这些行为的准备，以保护公共财政及金融系统
3253,0.707263243,银行拥有保密权的时代已经结束
3254,0.043046955,我们注意到，济合作与发展组织(OECD)今天公布了一份名单，列出了由全球论坛评估的反对按照全球标准交换税务信息的国家
3255,0.992737657,* 呼吁会计准则制定机构尽快与监管机构进行合作，改进资产估值和准备金标准，完成一套高质量的全球会计准则
3256,0.069697264,* 扩大监管措施的适用范围，将信用评级机构涵盖在内，以确保这些机构能达到良好的国际行为标准，尤其是要防止出现令人无法接受的利益冲突
3257,0.790110817,16. 我们要求各国财长按照《行动方案》中的时间表执行上述决议
3258,0.999696087,我们已经要求金融稳定委员会(FSB)和国际货币基金组织(IMF)来监督进展情况，与金融行动特别小组和其他相关实体密切协作，并在11月份在苏格兰召开的下一次各国财长会议上提交一份报告
3259,0.925646617,巩固全球金融机构
3260,0.999998951,17. 新兴市场和发展中国家一直是近来世界增长的引擎，但现在也面临着严峻的挑战，令全球经济当前的滑坡局面雪上加霜
3261,0.997750402,要恢复全球信心并复苏经济，资本必须持续不断地流向这些国家
3262,0.831357185,这就需要下大力气巩固国际金融机构，尤其是IMF
